osm_id,osm_type,name,category,city,address,post code,website,lat,lon
12987868861,node,Lunch Grill,restaurant,Narbonne,,,,43.2149187,3.0889642
12997859534,node,O BarBerousse,restaurant,Narbonne,25 Rue Espert,,,43.1073513,3.0854818
13038022602,node,Pizza Mongelli,restaurant,Narbonne,8 Quai Vallière,,,43.1810382,3.0066281
13038034401,node,Ô SI PRÈS,restaurant,Narbonne,1 Rue Rouget de Lisle,,,43.1850752,3.0043343
13066501919,node,L'escale du Somail,restaurant,Narbonne,,,https://lescaledusomail.fr/,43.2655012,2.9039808
13125466103,node,Le Pôle Saint-Laurent,restaurant,Narbonne,"36 Avenue de Narbonne, Saint-Laurent-de-la-Cabrerisse",,,43.085646,2.7017241
13130706329,node,Cadence,restaurant,Narbonne,15 Cours Mirabeau,,,43.1820987,3.0043764
13138543754,node,La Bonbonnette,restaurant,Narbonne,"36 Avenue de Talairan, Saint-Laurent-de-la-Cabrerisse",,,43.0847552,2.697662
13138543755,node,La Vieille Dame,restaurant,Narbonne,"49 Avenue de Talairan, Saint-Laurent-de-la-Cabrerisse",,,43.0854826,2.697735
13138543756,node,La Pergola,restaurant,Narbonne,"55 Avenue de Narbonne, Saint-Laurent-de-la-Cabrerisse",,,43.0863942,2.7021409
13142302815,node,Le Petit Motard,restaurant,Narbonne,"38 Avenue de la Gare, Thézan-des-Corbières",,,43.1046132,2.7667346
13142596433,node,33 Restaurant,restaurant,Narbonne,"Rue du Passollis, Montséret",,,43.1051177,2.8102815
13249659448,node,Le baramoule,restaurant,Narbonne,,,,43.1080399,3.0948253
13249659449,node,Port beach,restaurant,Narbonne,,,,43.1083506,3.0942684
13249685679,node,Le gab's,restaurant,Narbonne,,,,43.1082839,3.0944563
13249687676,node,La regalada,restaurant,Narbonne,,,,43.1078906,3.0951091
13249919898,node,Shelten,restaurant,Narbonne,,,,43.1084493,3.092732
13273979401,node,Crepita Solomiya,restaurant,Narbonne,53 Rue Droite,,,43.1852491,3.0050888
13274061633,node,RC Pizza,restaurant,Narbonne,"1466 Avenue de la Mer, Port-la-Nouvelle",,https://www.instagram.com/rcpizza_11210/,43.0148615,3.0621383
13274061645,node,La Nouvelle Cantine,restaurant,Narbonne,"1436 Avenue de la Mer, Port-la-Nouvelle",,,43.0149822,3.0617853
13347930403,node,Brasserie Plaisance,restaurant,Narbonne,29 Avenue du Champ de Mars,,https://brasserieplaisance.fr/,43.170947,2.9821688
